row_idx	col_idx	log2ratio
10	2	0.0149527
10	3	0.0414268
10	4	0.0413287
10	5	0.651974
10	6	0.73286
10	7	0.0239419
10	8	0.134575
10	9	0.698181
10	10	0
10	11	0.0357019
10	12	0.0654171
10	13	0.024201
10	14	0.101576
10	15	0.49105
10	16	0.702768
10	17	0.0845311
10	18	0.0807193
10	19	0.0231739
10	20	0.00553786
10	21	0.288812
10	22	0.397879
10	23	0.0394598
10	24	0.0722185
10	25	0.41081
10	26	0.545712
10	27	0.473922
10	28	0.562853
10	29	0.0781915
10	30	0.10969
10	31	0.101422
10	32	0.122665
10	33	0.00405315
10	34	0.00912281
10	35	0.0520756
10	36	0.0698505
10	37	0.00727028
10	38	0.0184416
10	39	0.158985
10	40	0.158367
10	41	0
10	42	0.0221939
10	43	0.0892868
10	44	0.07818
10	45	0.126688
10	46	0.133025
10	47	0.0533194
10	48	0.0534556
10	49	0.156443
10	50	0.128206
10	51	0.172983
10	52	0.185849
10	53	0.138111
10	54	0.20504
10	55	0.160827
10	56	0.164228
10	57	0.00690485
10	58	0.0170044
10	59	0.0954457
10	60	0.109218
10	61	0.0114438
10	62	0.0508623
10	63	0.0668438
10	64	0.0563687
10	65	0.111619
10	66	0.0958723
10	67	0.0445887
10	68	0.0472956
10	69	0.0192193
10	70	0.0196922
10	71	0.263151
10	72	0.268094
10	73	0.163242
10	74	0.108556
10	75	0.161008
10	76	0.084571
10	77	0.0970087
10	78	0.087681
10	79	0.126513
10	80	0.18714
10	81	0.213944
10	82	0.151191
10	83	0.127268
10	84	0.222941
10	85	0.203776
10	86	0.290918
10	87	0.211884
10	88	0.21044
10	89	0.239265
10	90	0.304496
11	1	0.307647
11	2	0.183313
11	3	0.155416
11	4	0.0952884
11	5	0.0621764
11	6	0.0689415
11	7	0.340076
11	8	0.169707
11	9	0.120467
11	10	0.0357019
11	11	0
11	12	0.470381
11	13	0.710459
11	14	0.428696
11	15	0.103721
11	16	0.0188349
11	17	0.372551
11	18	0.313847
11	19	0.236065
11	20	0.151905
11	21	0.0350254
11	22	0.0501778
11	23	0.20765
11	24	0.152942
11	25	0.0672338
11	26	0.0576202
11	27	0.0193434
11	28	0.00716806
11	29	0.323884
11	30	0.134694
11	31	0.267548
11	32	0.249535
11	33	0.141923
11	34	0.122037
11	35	0.0948363
11	36	0.081999
11	37	0.0632104
11	38	0.00979757
11	39	0.00766829
11	40	0.0267534
11	41	0.0865053
11	42	0.00931148
11	43	0.0817518
11	44	0.0936423
11	45	0.070451
11	46	0.0893536
11	47	0.0900897
11	48	0.0846195
11	49	0.113489
11	50	0.0984678
11	51	0.117107
11	52	0.0742524
11	53	0.081831
11	54	0.0622969
11	55	0.058669
11	56	0.0259778
11	57	0.203027
11	58	0.133817
11	59	0.092124
11	60	0.0362577
11	61	0.208126
11	62	0.0965558
11	63	0.364404
11	64	0.269522
11	65	0.131689
11	66	0.0858209
11	67	0.078258
11	68	0.0608744
11	69	0.109867
11	70	0.118779
11	71	0.11155
11	72	0.0743236
11	73	0.176132
11	74	0.152076
11	75	0.064406
11	76	0.0784163
11	77	0.0517239
11	78	0.0256162
11	79	0.145898
11	80	0.112034
11	81	0.209196
11	82	0.130516
11	83	0.0462058
11	84	0.0124305
11	85	0.116195
11	86	0.0518677
11	87	0.0354195
11	88	0.0230499
11	89	0.0588679
11	90	0.0255754
12	1	0.147972
12	2	0.256472
12	3	0.0850962
12	4	0.143202
12	5	0.00144114
12	6	0.0411901
12	7	0.180535
12	8	0.382009
12	9	0.0760979
12	10	0.0654171
12	11	0.470381
12	12	0
12	13	0.354605
12	14	0.73883
12	15	0.0256724
12	16	0.0811565
12	17	0.333306
12	18	0.486269
12	19	0.144088
12	20	0.191676
12	21	0.000716203
12	22	0.0160569
12	23	0.126883
12	24	0.183539
12	25	0.00942893
12	26	0.0155698
12	27	0.0103623
12	28	0.0184022
12	29	0.323248
12	30	0.283775
12	31	0.175894
12	32	0.227757
12	33	0.187061
12	34	0.275434
12	35	0.123313
12	36	0.155007
12	37	0.0764136
12	38	0.0568718
12	39	0.0398486
12	40	0.0808837
12	41	0.0912362
12	42	0.0580505
12	43	0.030853
12	44	0.0569584
12	45	0.0530302
12	46	0.0653822
12	47	0.0412315
12	48	0.0485878
12	49	0.0512733
12	50	0.0327806
12	51	0.0250976
12	52	0.0381529
12	53	0.0235397
12	54	0.0192874
12	55	0
12	56	0.0138385
12	57	0.13548
12	58	0.199756
12	59	0.0258802
12	60	0.0286028
12	61	0.166187
12	62	0.302095
12	63	0.319737
12	64	0.48
12	65	0.0505304
12	66	0.11537
12	67	0.0496857
12	68	0.101291
12	69	0.0838252
12	70	0.0839916
12	71	0.0939848
12	72	0.125431
12	73	0.150177
12	74	0.223864
12	75	0.082253
12	76	0.155655
12	77	0.111263
12	78	0.125063
12	79	0.123481
12	80	0.215073
12	81	0.0839578
12	82	0.220242
12	83	0.00903188
12	84	0.0459129
12	85	0.00400777
12	86	0.0242626
12	87	0.00779367
12	88	0.0444597
12	89	0.00193646
12	90	0.00745487
13	1	0.246515
13	2	0.120376
13	3	0.300869
13	4	0.115361
13	5	0.0761032
13	6	0.0732
13	7	0.513017
13	8	0.226155
13	9	0.149003
13	10	0.024201
13	11	0.710459
13	12	0.354605
13	13	0
13	14	0.493524
13	15	0.216644
13	16	0.0515997
13	17	0.27673
13	18	0.195044
13	19	0.258145
13	20	0.13103
13	21	0.0131237
13	22	0.0448476
13	23	0.406064
13	24	0.267228
13	25	0.115038
13	26	0.0780592
13	27	0.010756
13	28	0.00746345
13	29	0.265696
13	30	0.114366
13	31	0.348384
13	32	0.310487
13	33	0.13202
13	34	0.0919723
13	35	0.135816
13	36	0.0886253
13	37	0.0313458
13	38	0.00699636
13	39	0.0259034
13	40	0.0103919
13	41	0.0640843
13	42	0.0139181
13	43	0.105718
13	44	0.112539
13	45	0.0881126
13	46	0.0829109
13	47	0.111793
13	48	0.110144
13	49	0.115604
13	50	0.104284
13	51	0.124231
13	52	0.065023
13	53	0.10453
13	54	0.0672431
13	55	0.0725261
13	56	0.0132986
13	57	0.187614
13	58	0.0769685
13	59	0.0825445
13	60	0.0376004
13	61	0.19349
13	62	0.0955272
13	63	0.318592
13	64	0.203252
13	65	0.225986
13	66	0.0770716
13	67	0.118389
13	68	0.068799
13	69	0.109295
13	70	0.130169
13	71	0.120254
13	72	0.0666345
13	73	0.142515
13	74	0.131177
13	75	0.0531526
13	76	0.0666545
13	77	0.0289666
13	78	0.0150617
13	79	0.111311
13	80	0.0972987
13	81	0.189253
13	82	0.124354
13	83	0.0652244
13	84	0.0184306
13	85	0.235261
13	86	0.0293465
13	87	0.0541233
13	88	0.0250668
13	89	0.101149
13	90	0.014165
14	1	0.0972069
14	2	0.212009
14	3	0.152431
14	4	0.172947
14	5	0.0441995
14	6	0.099828
14	7	0.209248
14	8	0.415691
14	9	0.125644
14	10	0.101576
14	11	0.428696
14	12	0.73883
14	13	0.493524
14	14	0
14	15	0.0605135
14	16	0.185739
14	17	0.257741
14	18	0.400263
14	19	0.153812
14	20	0.182375
14	21	0.0203126
14	22	0.0519929
14	23	0.170519
14	24	0.255225
14	25	0.0593385
14	26	0.0719308
14	27	0.0187457
14	28	0.0256244
14	29	0.255359
14	30	0.237387
14	31	0.233183
14	32	0.308633
14	33	0.11722
14	34	0.180647
14	35	0.157552
14	36	0.168518
14	37	0.0911073
14	38	0.0718063
14	39	0.0518194
14	40	0.0489387
14	41	0.105744
14	42	0.0646133
14	43	0.0467693
14	44	0.0724384
14	45	0.0475597
14	46	0.0756382
14	47	0.0796501
14	48	0.0877363
14	49	0.0371169
14	50	0.0349327
14	51	0.0328606
14	52	0.0346195
14	53	0.0354179
14	54	0.0152687
14	55	0.00919039
14	56	0.0515314
14	57	0.0855162
14	58	0.146389
14	59	0.0333613
14	60	0.0504587
14	61	0.126311
14	62	0.237629
14	63	0.281833
14	64	0.390983
14	65	0.0630252
14	66	0.104464
14	67	0.0551877
14	68	0.0765156
14	69	0.0783222
14	70	0.105465
14	71	0.0800654
14	72	0.127315
14	73	0.125926
14	74	0.149185
14	75	0.0515241
14	76	0.119876
14	77	0.097246
14	78	0.117286
14	79	0.0917512
14	80	0.200892
14	81	0.133627
14	82	0.280072
14	83	0.0267638
14	84	0.0788769
14	85	0.052266
14	86	0.0789692
14	87	0.028682
14	88	0.0533387
14	89	0.0145111
14	90	0.0379687
15	1	0.0263135
15	2	0.0144856
15	3	0.0630564
15	4	0.0100914
15	5	0.569263
15	6	0.362154
15	7	0.0643933
15	8	0.0347552
15	9	0.658216
15	10	0.49105
15	11	0.103721
15	12	0.0256724
15	13	0.216644
15	14	0.0605135
15	15	0
15	16	0.655404
15	17	0.112068
15	18	0.0920033
15	19	0.124623
15	20	0.0601013
15	21	0.407398
15	22	0.439757
15	23	0.133132
15	24	0.0759752
15	25	0.431061
15	26	0.420872
15	27	0.455782
15	28	0.443578
15	29	0.187925
15	30	0.193692
15	31	0.150991
15	32	0.109852
15	33	0.0186597
15	34	0
15	35	0.0736604
15	36	0.0628323
15	37	0.0679969
15	38	0.079395
15	39	0.234684
15	40	0.219986
15	41	0.0559338
15	42	0.0902813
15	43	0.123092
15	44	0.113885
15	45	0.158401
15	46	0.140462
15	47	0.0802091
15	48	0.0879955
15	49	0.11361
15	50	0.107745
15	51	0.133761
15	52	0.134138
15	53	0.13818
15	54	0.185126
15	55	0.220178
15	56	0.21752
15	57	0.0214642
15	58	0.00741637
15	59	0.0419987
15	60	0.0833086
15	61	0.0187522
15	62	0.0309084
15	63	0.064073
15	64	0
15	65	0.217555
15	66	0.0778625
15	67	0.0665279
15	68	0.062583
15	69	0.0334744
15	70	0.0515445
15	71	0.150745
15	72	0.119764
15	73	0.269722
15	74	0.162917
15	75	0.248426
15	76	0.151242
15	77	0.110154
15	78	0.0857288
15	79	0.174954
15	80	0.215086
15	81	0.330469
15	82	0.21758
15	83	0.423824
15	84	0.337316
15	85	0.446729
15	86	0.277063
15	87	0.362637
15	88	0.249316
15	89	0.305033
15	90	0.219281
16	1	0.00910722
16	2	0.0289506
16	3	0.0278444
16	4	0.0427349
16	5	0.57023
16	6	0.57399
16	7	0.0135183
16	8	0.0964776
16	9	0.574471
16	10	0.702768
16	11	0.0188349
16	12	0.0811565
16	13	0.0515997
16	14	0.185739
16	15	0.655404
16	16	0
16	17	0.0687855
16	18	0.082495
16	19	0.015094
16	20	0.0219832
16	21	0.460567
16	22	0.573075
16	23	0.0234889
16	24	0.0643628
16	25	0.389017
16	26	0.486664
16	27	0.531869
16	28	0.616923
16	29	0.112878
16	30	0.213956
16	31	0.0935909
16	32	0.126577
16	33	0.00301278
16	34	0.0139155
16	35	0.0969347
16	36	0.11195
16	37	0.0509876
16	38	0.0975417
16	39	0.210314
16	40	0.255914
16	41	0.0827402
16	42	0.128768
16	43	0.104069
16	44	0.119024
16	45	0.129416
16	46	0.137523
16	47	0.071737
16	48	0.0986364
16	49	0.123379
16	50	0.0999721
16	51	0.132202
16	52	0.138474
16	53	0.0940356
16	54	0.171223
16	55	0.181368
16	56	0.22926
16	57	0.00980653
16	58	0.0186506
16	59	0.0657963
16	60	0.105452
16	61	0.0219458
16	62	0.0586759
16	63	0.020924
16	64	0.038482
16	65	0.108724
16	66	0.080134
16	67	0.0685444
16	68	0.0534311
16	69	0.0188302
16	70	0.00968944
16	71	0.178477
16	72	0.203851
16	73	0.222117
16	74	0.157959
16	75	0.224849
16	76	0.162381
16	77	0.140635
16	78	0.14108
16	79	0.173577
16	80	0.234207
16	81	0.269103
16	82	0.280046
16	83	0.337977
16	84	0.502336
16	85	0.272827
16	86	0.392604
16	87	0.274657
16	88	0.366088
16	89	0.237904
16	90	0.295102
17	1	0.191517
17	2	0.250651
17	3	0.0202446
17	4	0.00982473
17	5	0.0858991
17	6	0.0214662
17	7	0.0617155
17	8	0.0700607
17	9	0.162137
17	10	0.0845311
17	11	0.372551
17	12	0.333306
17	13	0.27673
17	14	0.257741
17	15	0.112068
17	16	0.0687855
17	17	0
17	18	0.738291
17	19	0.167053
17	20	0.234829
17	21	0.0791338
17	22	0.00122004
17	23	0.0702081
17	24	0.0488893
17	25	0.128331
17	26	0.126404
17	27	0.0221485
17	28	0.00892859
17	29	0.658078
17	30	0.42865
17	31	0.217243
17	32	0.136265
17	33	0.178891
17	34	0.189928
17	35	0.10032
17	36	0.137093
17	37	0.063118
17	38	0.0214768
17	39	0.023476
17	40	0
17	41	0.0819833
17	42	0.0228098
17	43	0.165695
17	44	0.2118
17	45	0.253707
17	46	0.24743
