row_idx	col_idx	log2ratio
8	68	0.16279
8	69	0.128964
8	70	0.103364
8	71	0.125388
8	72	0.150705
8	73	0.122178
8	74	0.124259
8	75	0.0771574
8	76	0.0914723
8	77	0.0784563
8	78	0.0803453
8	79	0.0503104
8	80	0.0687483
8	81	0.0908885
8	82	0.0912174
8	83	0.0413352
8	84	0.0387662
8	85	0.0770652
8	86	0.0985706
8	87	0.0329825
8	88	0.0425108
8	89	0.0670136
8	90	0.0693293
9	1	0.0545506
9	2	0.00983523
9	3	0.142305
9	4	0.0829199
9	5	0.747083
9	6	0.630284
9	7	0.204999
9	8	0.126591
9	9	0
9	10	0.687025
9	11	0.110885
9	12	0.0623724
9	13	0.193379
9	14	0.132723
9	15	0.677115
9	16	0.510478
9	17	0.0473687
9	18	0.0228746
9	19	0.0523698
9	20	0.0320965
9	21	0.307948
9	22	0.330299
9	23	0.144621
9	24	0.124604
9	25	0.481305
9	26	0.490637
9	27	0.536582
9	28	0.524308
9	29	0.0882747
9	30	0.0540932
9	31	0.226066
9	32	0.208267
9	33	0.0244079
9	34	0.0272237
9	35	0.0857975
9	36	0.0693674
9	37	0.0849367
9	38	0.0540491
9	39	0.20703
9	40	0.173155
9	41	0.0841563
9	42	0.0666333
9	43	0.166517
9	44	0.134798
9	45	0.0917479
9	46	0.0926428
9	47	0.15706
9	48	0.109409
9	49	0.0953092
9	50	0.0858304
9	51	0.1782
9	52	0.11459
9	53	0.226009
9	54	0.179948
9	55	0.242651
9	56	0.172236
9	57	0.0335629
9	58	0.00693897
9	59	0.0673083
9	60	0.043577
9	61	0.0779267
9	62	0.0321675
9	63	0.0555225
9	64	0.0153774
9	65	0.172058
9	66	0.0794731
9	67	0.05478
9	68	0.0515581
9	69	0.0230703
9	70	0.0243856
9	71	0.254936
9	72	0.251847
9	73	0.154243
9	74	0.117686
9	75	0.200561
9	76	0.132213
9	77	0.0903432
9	78	0.0617055
9	79	0.140919
9	80	0.113588
9	81	0.230848
9	82	0.115893
9	83	0.189014
9	84	0.157882
9	85	0.371199
9	86	0.258247
9	87	0.24172
9	88	0.22555
9	89	0.362981
9	90	0.252537
10	1	0.0318884
10	2	0.0115083
10	3	0.0712677
10	4	0.0920003
10	5	0.630816
10	6	0.750199
10	7	0.0984272
10	8	0.153365
10	9	0.687025
10	10	0
10	11	0.0591356
10	12	0.0725306
10	13	0.0781547
10	14	0.127773
10	15	0.511448
10	16	0.660307
10	17	0.0315394
10	18	0.0169606
10	19	0.0293497
10	20	0.0269829
10	21	0.26506
10	22	0.336042
10	23	0.0822577
10	24	0.111095
10	25	0.420975
10	26	0.47682
10	27	0.488541
10	28	0.563823
10	29	0.0534816
10	30	0.0470841
10	31	0.163269
10	32	0.178149
10	33	0.0193462
10	34	0.0296181
10	35	0.0676443
10	36	0.0767998
10	37	0.069106
10	38	0.058989
10	39	0.182758
10	40	0.179784
10	41	0.0762723
10	42	0.0642887
10	43	0.14365
10	44	0.112661
10	45	0.0871404
10	46	0.0996265
10	47	0.127151
10	48	0.102597
10	49	0.0984113
10	50	0.0833538
10	51	0.147486
10	52	0.114863
10	53	0.207581
10	54	0.184811
10	55	0.217879
10	56	0.185104
10	57	0.0199377
10	58	0.00648524
10	59	0.06639
10	60	0.0782653
10	61	0.0614571
10	62	0.0868754
10	63	0.0421646
10	64	0.0219719
10	65	0.107606
10	66	0.116835
10	67	0.0457997
10	68	0.0609957
10	69	0.0187653
10	70	0.0243785
10	71	0.242114
10	72	0.261985
10	73	0.104217
10	74	0.0992797
10	75	0.152696
10	76	0.113996
10	77	0.0788582
10	78	0.0669069
10	79	0.120643
10	80	0.115523
10	81	0.184684
10	82	0.124979
10	83	0.149834
10	84	0.188208
10	85	0.258736
10	86	0.32366
10	87	0.197162
10	88	0.240409
10	89	0.299539
10	90	0.315256
11	1	0.383224
11	2	0.201096
11	3	0.205608
11	4	0.123921
11	5	0.0604959
11	6	0.0512328
11	7	0.355386
11	8	0.244398
11	9	0.110885
11	10	0.0591356
11	11	0
11	12	0.543499
11	13	0.742583
11	14	0.492268
11	15	0.138456
11	16	0.0745424
11	17	0.486211
11	18	0.372246
11	19	0.236193
11	20	0.192425
11	21	0.0490824
11	22	0.0489331
11	23	0.218855
11	24	0.18403
11	25	0.0781039
11	26	0.0635632
11	27	0.0408858
11	28	0.0379104
11	29	0.399417
11	30	0.228967
11	31	0.247906
11	32	0.224072
11	33	0.168398
11	34	0.161022
11	35	0.0557478
11	36	0.051826
11	37	0.0415313
11	38	0.0113394
11	39	0.0249025
11	40	0.00584895
11	41	0.0566792
11	42	0.0502404
11	43	0.0468768
11	44	0.0516658
11	45	0.120903
11	46	0.0799749
11	47	0.0352024
11	48	0.0194765
11	49	0.151294
11	50	0.0841841
11	51	0.118524
11	52	0.0698889
11	53	0.0667493
11	54	0.0238278
11	55	0.048787
11	56	0.0217672
11	57	0.311885
11	58	0.15973
11	59	0.146927
11	60	0.0678092
11	61	0.28984
11	62	0.12147
11	63	0.502118
11	64	0.31156
11	65	0.188065
11	66	0.0705253
11	67	0.0509561
11	68	0.0352136
11	69	0.11651
11	70	0.0768846
11	71	0.0661222
11	72	0.0611668
11	73	0.17986
11	74	0.149074
11	75	0.0886957
11	76	0.0910286
11	77	0.0876998
11	78	0.0713845
11	79	0.229478
11	80	0.160558
11	81	0.226866
11	82	0.150109
11	83	0.0522872
11	84	0.0468163
11	85	0.125905
11	86	0.0258839
11	87	0.0544015
11	88	0.0452022
11	89	0.0738471
11	90	0.0248282
12	1	0.247685
12	2	0.3261
12	3	0.107122
12	4	0.175356
12	5	0.0368867
12	6	0.0542992
12	7	0.208401
12	8	0.433865
12	9	0.0623724
12	10	0.0725306
12	11	0.543499
12	12	0
12	13	0.458486
12	14	0.7614
12	15	0.0645916
12	16	0.108219
12	17	0.375286
12	18	0.511917
12	19	0.173028
12	20	0.222646
12	21	0.0392374
12	22	0.034975
12	23	0.159097
12	24	0.189816
12	25	0.0392474
12	26	0.0493541
12	27	0.0285383
12	28	0.0298429
12	29	0.310815
12	30	0.330082
12	31	0.182794
12	32	0.217924
12	33	0.22401
12	34	0.269495
12	35	0.0558422
12	36	0.07206
12	37	0.0285683
12	38	0.0275837
12	39	0.0119102
12	40	0.00865762
12	41	0.0389007
12	42	0.0468097
12	43	0.0348869
12	44	0.0477168
12	45	0.0808193
12	46	0.0736744
12	47	0.0362628
12	48	0.0288538
12	49	0.115283
12	50	0.0750825
12	51	0.0779543
12	52	0.0709513
12	53	0.0449609
12	54	0.0229155
12	55	0.0381285
12	56	0.0204752
12	57	0.215603
12	58	0.245469
12	59	0.109489
12	60	0.10558
12	61	0.242982
12	62	0.255772
12	63	0.373909
12	64	0.499687
12	65	0.0944816
12	66	0.123981
12	67	0.0589064
12	68	0.0834666
12	69	0.100734
12	70	0.0978435
12	71	0.0409358
12	72	0.0582076
12	73	0.13987
12	74	0.160201
12	75	0.0707906
12	76	0.101238
12	77	0.0730979
12	78	0.107882
12	79	0.151083
12	80	0.194492
12	81	0.14391
12	82	0.225231
12	83	0.0310006
12	84	0.0434718
12	85	0.0580982
12	86	0.0619296
12	87	0.0259289
12	88	0.0352638
12	89	0.0389717
12	90	0.0352149
13	1	0.271664
13	2	0.134012
13	3	0.305149
13	4	0.176394
13	5	0.0933519
13	6	0.0691614
13	7	0.478086
13	8	0.280706
13	9	0.193379
13	10	0.0781547
13	11	0.742583
13	12	0.458486
13	13	0
13	14	0.553027
13	15	0.256466
13	16	0.110599
13	17	0.360633
13	18	0.272585
13	19	0.204266
13	20	0.137655
13	21	0.0571904
13	22	0.0531424
13	23	0.332522
13	24	0.275395
13	25	0.151523
13	26	0.127891
13	27	0.0574251
13	28	0.046932
13	29	0.373082
13	30	0.217428
13	31	0.31468
13	32	0.27162
13	33	0.118354
13	34	0.110157
13	35	0.100904
13	36	0.0770637
13	37	0.0526502
13	38	0.0249185
13	39	0.0297829
13	40	0.00949243
13	41	0.0573119
13	42	0.0598832
13	43	0.0676793
13	44	0.0703556
13	45	0.148628
13	46	0.0886109
13	47	0.045366
13	48	0.0283584
13	49	0.153456
13	50	0.0955592
13	51	0.150926
13	52	0.0901515
13	53	0.0666834
13	54	0.0347213
13	55	0.0546484
13	56	0.0191444
13	57	0.193729
13	58	0.10208
13	59	0.116512
13	60	0.0468593
13	61	0.247518
13	62	0.0954182
13	63	0.362373
13	64	0.19982
13	65	0.27712
13	66	0.11498
13	67	0.0586606
13	68	0.0408154
13	69	0.0919889
13	70	0.0622041
13	71	0.0974177
13	72	0.0841437
13	73	0.182152
13	74	0.157013
13	75	0.090184
13	76	0.0892065
13	77	0.100393
13	78	0.0816069
13	79	0.218788
13	80	0.155936
13	81	0.229026
13	82	0.155401
13	83	0.0580994
13	84	0.0480291
13	85	0.196384
13	86	0.048734
13	87	0.0730607
13	88	0.0589147
13	89	0.102248
13	90	0.0342355
14	1	0.186758
14	2	0.194048
14	3	0.167032
14	4	0.221048
14	5	0.077758
14	6	0.0889736
14	7	0.25484
14	8	0.483219
14	9	0.132723
14	10	0.127773
14	11	0.492268
14	12	0.7614
14	13	0.553027
14	14	0
14	15	0.131942
14	16	0.199171
14	17	0.328309
14	18	0.404867
14	19	0.153696
14	20	0.173864
14	21	0.0699753
14	22	0.053368
14	23	0.212543
14	24	0.279727
14	25	0.10448
14	26	0.117944
14	27	0.0568485
14	28	0.0534029
14	29	0.323085
14	30	0.333961
14	31	0.250592
14	32	0.293718
14	33	0.158634
14	34	0.19385
14	35	0.0996421
14	36	0.129056
14	37	0.0584373
14	38	0.0441525
14	39	0.0240551
14	40	0.00800904
14	41	0.0537227
14	42	0.0695064
14	43	0.0519068
14	44	0.0626031
14	45	0.106614
14	46	0.0861638
14	47	0.0485582
14	48	0.0384596
14	49	0.131718
14	50	0.0743061
14	51	0.111286
14	52	0.0817871
14	53	0.05814
14	54	0.0258639
14	55	0.0513276
14	56	0.018993
14	57	0.162674
14	58	0.143634
14	59	0.100908
14	60	0.0825341
14	61	0.189806
14	62	0.18513
14	63	0.300924
14	64	0.360155
14	65	0.135657
14	66	0.146883
14	67	0.0699931
14	68	0.0947117
14	69	0.0922266
14	70	0.0791257
14	71	0.0905942
14	72	0.12942
14	73	0.186634
14	74	0.183862
14	75	0.0874208
14	76	0.131245
14	77	0.111096
14	78	0.140104
14	79	0.156461
14	80	0.205461
14	81	0.177301
14	82	0.265742
14	83	0.0541712
14	84	0.063525
14	85	0.102087
14	86	0.0868153
14	87	0.0458802
14	88	0.0708313
14	89	0.0571258
14	90	0.0375235
15	1	0.0823036
15	2	0.0237288
15	3	0.131954
15	4	0.0526422
15	5	0.587235
15	6	0.495559
15	7	0.143717
15	8	0.0682662
15	9	0.677115
15	10	0.511448
15	11	0.138456
15	12	0.0645916
15	13	0.256466
15	14	0.131942
15	15	0
15	16	0.635719
15	17	0.0775244
15	18	0.0466296
15	19	0.123322
15	20	0.0722929
15	21	0.419023
15	22	0.373992
15	23	0.172497
15	24	0.118359
15	25	0.460434
15	26	0.437965
15	27	0.522267
15	28	0.497452
15	29	0.23268
15	30	0.173296
15	31	0.221034
15	32	0.186292
15	33	0.0261273
15	34	0.0238075
15	35	0.109551
15	36	0.07715
15	37	0.155133
15	38	0.1033
15	39	0.277745
15	40	0.228609
15	41	0.164222
15	42	0.130612
15	43	0.224541
15	44	0.18412
15	45	0.0914941
15	46	0.0841921
15	47	0.22718
15	48	0.176287
15	49	0.0914347
15	50	0.0726607
15	51	0.181854
15	52	0.120356
15	53	0.265634
15	54	0.199565
15	55	0.307407
15	56	0.225638
15	57	0.0448248
15	58	0.00942235
15	59	0.0568752
15	60	0.0281904
15	61	0.0546781
15	62	0.0114103
15	63	0.0788899
15	64	0.0170698
15	65	0.174355
15	66	0.0489919
15	67	0.0508887
15	68	0.0360705
15	69	0.0499139
15	70	0.0400342
15	71	0.221181
15	72	0.211803
15	73	0.264476
15	74	0.189764
15	75	0.253124
15	76	0.182018
15	77	0.131109
15	78	0.104711
15	79	0.175549
15	80	0.136312
15	81	0.331742
15	82	0.189385
15	83	0.392101
15	84	0.275523
15	85	0.526021
15	86	0.321311
15	87	0.355121
15	88	0.301551
15	89	0.42461
15	90	0.28235
16	1	0.0557228
16	2	0.0330315
16	3	0.0698436
16	4	0.0774184
16	5	0.495372
16	6	0.571828
16	7	0.0666918
16	8	0.108077
16	9	0.510478
16	10	0.660307
16	11	0.0745424
16	12	0.108219
16	13	0.110599
16	14	0.199171
16	15	0.635719
16	16	0
16	17	0.0606731
16	18	0.0467551
16	19	0.0851391
16	20	0.0652571
16	21	0.344454
16	22	0.416138
16	23	0.105716
16	24	0.126484
16	25	0.368833
16	26	0.426251
16	27	0.450044
16	28	0.505816
16	29	0.16628
16	30	0.221201
16	31	0.18186
16	32	0.193029
16	33	0.0371864
16	34	0.0440487
16	35	0.0918655
16	36	0.0930824
16	37	0.17881
16	38	0.158023
16	39	0.275527
16	40	0.277626
16	41	0.178674
16	42	0.190096
16	43	0.181754
16	44	0.157075
16	45	0.0827431
16	46	0.0834471
16	47	0.185722
16	48	0.159172
16	49	0.0952433
16	50	0.0714768
16	51	0.160157
16	52	0.117015
16	53	0.218304
16	54	0.18514
16	55	0.246339
16	56	0.216699
16	57	0.0383836
16	58	0.013045
16	59	0.0585917
16	60	0.0473316
16	61	0.046113
16	62	0.0461742
16	63	0.0683769
16	64	0.0454939
16	65	0.113078
16	66	0.0736124
16	67	0.048832
16	68	0.0571793
16	69	0.0429151
16	70	0.0462932
16	71	0.192755
16	72	0.234181
16	73	0.247466
16	74	0.236148
16	75	0.255667
16	76	0.242285
16	77	0.143511
16	78	0.145534
16	79	0.145338
16	80	0.14832
16	81	0.256039
16	82	0.240736
16	83	0.365133
16	84	0.429965
16	85	0.353752
16	86	0.411042
16	87	0.277401
16	88	0.353986
16	89	0.294059
16	90	0.313307
17	1	0.232449
17	2	0.210095
17	3	0.0662549
17	4	0.0442715
17	5	0.0334158
17	6	0.0365281
17	7	0.0801143
17	8	0.0948451
17	9	0.0473687
17	10	0.0315394
17	11	0.486211
17	12	0.375286
17	13	0.360633
17	14	0.328309
17	15	0.0775244
17	16	0.0606731
17	17	0
17	18	0.683212
17	19	0.174304
17	20	0.218292
17	21	0.0664111
17	22	0.0473839
17	23	0.0725904
17	24	0.0710145
17	25	0.0678027
17	26	0.0737356
17	27	0.0321612
17	28	0.0265825
17	29	0.604371
17	30	0.417129
17	31	0.168598
17	32	0.157905
17	33	0.119315
17	34	0.121502
17	35	0.0835667
17	36	0.116013
17	37	0.0767445
17	38	0.0274427
17	39	0.0233444
17	40	0.0169962
17	41	0.0754247
17	42	0.0584607
17	43	0.0909087
17	44	0.105067
17	45	0.184606
